"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","De'Von Achane","MIA","rb","12","WAS","22.7","0","0","0","0","0","0","15.7791","76.4505","0.5543","6.8121","5.5435","39.5159","0.371","0.2639","0.1228","0.0423","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Christian McCaffrey","SF","rb","14","@ARZ","22.1","0","0","0","0","0","0","17.3471","72.0192","0.4934","6.8969","5.6598","47.8064","0.2514","0.2953","0.1369","0.0384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Ja'Marr Chase","CIN","wr","10","@PIT","22","0","0","0","0","0","0","0.1401","0.8247","0.0038","12.4166","8.6931","96.3378","0.5873","0.0977","0.0537","0.0272","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Bijan Robinson","ATL","rb","5","CAR","20.2","0","0","0","0","0","0","15.5787","72.9838","0.5043","6.4597","5.0447","39.1944","0.1691","0.272","0.1264","0.0321","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Jaxon Smith-Njigba","SEA","wr","8","@LA","20.9","0","0","0","0","0","0","0.2925","1.5997","0.0069","10.789","7.801","96.8247","0.5302","0.0913","0.0499","0.0323","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Puka Nacua","LA","wr","8","SEA","20.8","0","0","0","0","0","0","0.6096","3.3471","0.0305","11.0746","8.1467","95.1254","0.4358","0.103","0.0559","0.0285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Josh Jacobs","GB","rb","5","@NYG","18.5","0","0","0","0","0","0","18.9345","85.0582","0.8847","3.0001","2.5091","18.9901","0.063","0.2756","0.1243","0.0324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Amon-Ra St. Brown","DET","wr","8","@PHI","20","0","0","0","0","0","0","0.7848","4.8661","0.0511","9.7642","7.725","81.1965","0.5664","0.0963","0.052","0.0313","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Trey McBride","ARZ","te","8","SF","18.8","0","0","0","0","0","0","0","0","0","10.6165","7.7861","76.8224","0.5423","0","0","0.0258","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Jahmyr Gibbs","DET","rb","8","@PHI","17.4","0","0","0","0","0","0","13.041","59.8722","0.6158","5.0314","4.0622","26.7017","0.1713","0.22","0.1024","0.0337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","James Cook","BUF","rb","7","TB","16.7","0","0","0","0","0","0","16.9722","78.3195","0.7538","2.8479","2.3901","14.2993","0.0945","0.247","0.1114","0.0327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Drake London","ATL","wr","5","CAR","18.2","0","0","0","0","0","0","0","0","0","10.7619","6.8951","80.1914","0.5404","0","0","0.0269","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","Chase Brown","CIN","rb","10","@PIT","16.1","0","0","0","0","0","0","14.6422","58.8172","0.4355","5.3021","4.0981","26.6235","0.1498","0.2371","0.11","0.0341","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Javonte Williams","DAL","rb","10","@LV","16.1","0","0","0","0","0","0","16.8967","72.7645","0.6063","3.5461","2.9072","17.4637","0.1055","0.2561","0.1167","0.0322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","CeeDee Lamb","DAL","wr","10","@LV","17.8","0","0","0","0","0","0","0.5342","3.1978","0.0258","9.3492","6.5268","80.4398","0.4652","0.0779","0.0422","0.0268","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Rashee Rice","KC","wr","10","@DEN","17.8","0","0","0","0","0","0","0.1699","4.654","0.0089","9.1708","6.8672","73.9329","0.5046","0.0803","0.0441","0.0245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Rico Dowdle","CAR","rb","14","@ATL","15.9","0","0","0","0","0","0","18.8684","84.9537","0.4796","3.0425","2.4656","15.2509","0.1077","0.2728","0.123","0.0267","35.4732","0.0091","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Jaylen Warren","PIT","rb","5","CIN","15.9","0","0","0","0","0","0","16.3331","76.4088","0.4469","3.5925","2.9776","21.3853","0.0926","0.2424","0.1108","0.0305","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Saquon Barkley","PHI","rb","9","DET","15.8","0","0","0","0","0","0","16.8878","71.0099","0.6442","3.047","2.4989","17.0192","0.1086","0.247","0.1117","0.0325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Ashton Jeanty","LV","rb","8","DAL","15.8","0","0","0","0","0","0","16.9083","66.9176","0.3602","4.4652","3.7303","21.4448","0.1912","0.2634","0.1206","0.0316","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Brock Bowers","LV","te","8","DAL","16.1","0","0","0","0","0","0","0","0","0","8.3462","6.429","68.1949","0.461","0","0","0.0203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","TreVeyon Henderson","NE","rb","14","NYJ","14.7","0","0","0","0","0","0","15.3404","69.7085","0.4544","3.1761","2.6693","18.7713","0.0807","0.2359","0.1072","0.026","35.2964","0.009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","Derrick Henry","BLT","rb","7","@CLV","14.3","0","0","0","0","0","0","17.351","75.4365","0.7558","1.4228","1.2445","6.8692","0.0519","0.2433","0.1082","0.0266","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Kyren Williams","LA","rb","8","SEA","14.2","0","0","0","0","0","0","14.6751","61.1075","0.4694","3.3235","2.6364","16.9856","0.1624","0.2443","0.1108","0.0265","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Davante Adams","LA","wr","8","SEA","15.9","0","0","0","0","0","0","0","0","0","9.1943","5.8796","65.848","0.5614","0","0","0.023","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","Emeka Egbuka","TB","wr","9","@BUF","15.8","0","0","0","0","0","0","0.505","2.9332","0.0258","8.8931","5.3341","68.0168","0.5357","0.0733","0.0397","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Jaylen Waddle","MIA","wr","12","WAS","15.7","0","0","0","0","0","0","0","0","0","7.9865","5.4261","74.3425","0.4705","0","0","0.0239","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Justin Jefferson","MIN","wr","6","CHI","15.6","0","0","0","0","0","0","0","0","0","9.2972","5.7524","73.5917","0.4056","0","0","0.0232","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Kimani Vidal","LAC","rb","12","@JAX","13.7","0","0","0","0","0","0","16.9118","66.9804","0.3817","3.2373","2.6224","14.6565","0.1143","0.2504","0.1135","0.0279","31.2925","0.008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","RJ Harvey","DEN","rb","12","KC","13.6","0","0","0","0","0","0","12.7761","50.3748","0.3489","4.2056","3.2274","21.0971","0.1889","0.2056","0.0952","0.0269","34.4027","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Breece Hall","NYJ","rb","9","@NE","13.4","0","0","0","0","0","0","15.4658","61.8575","0.3931","3.3333","2.6222","17.1875","0.1012","0.2383","0.1081","0.0222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Travis Etienne Jr.","JAX","rb","8","LAC","13.1","0","0","0","0","0","0","14.2899","62.1018","0.3939","2.9859","2.4705","16.1685","0.0745","0.2167","0.0983","0.0238","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Woody Marks","HST","rb","6","@TEN","13.1","0","0","0","0","0","0","15.2396","65.9605","0.3888","2.9903","2.2872","14.2951","0.0857","0.2385","0.1074","0.0201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Rachaad White","TB","rb","9","@BUF","13","0","0","0","0","0","0","11.3661","44.0586","0.3661","3.9771","3.276","21.4797","0.1686","0.1821","0.085","0.0276","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","Nico Collins","HST","wr","6","@TEN","14.7","0","0","0","0","0","0","0","0","0","8.6788","5.4104","70.7046","0.3681","0","0","0.0192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Wan'Dale Robinson","NYG","wr","14","GB","14.5","0","0","0","0","0","0","0.4042","2.3529","0.0137","8.5383","6.1095","61.481","0.3226","0.0779","0.0424","0.0204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Ladd McConkey","LAC","wr","12","@JAX","14.5","0","0","0","0","0","0","0","0","0","8.0573","5.6026","64.5002","0.3977","0","0","0.02","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Quinshon Judkins","CLV","rb","9","BLT","12.6","0","0","0","0","0","0","17.7074","71.2196","0.4508","2.1564","1.6709","9.3035","0.038","0.2486","0.1116","0.0201","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","George Pickens","DAL","wr","10","@LV","14","0","0","0","0","0","0","0","0","0","7.5522","4.8487","64.7996","0.4399","0","0","0.0211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Deebo Samuel","WAS","wr","12","@MIA","13.8","0","0","0","0","0","0","1.0724","5.9726","0.0602","7.1455","5.1365","55.5154","0.3656","0.0767","0.0407","0.0244","51.7924","0.0132","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","D'Andre Swift","CHI","rb","5","@MIN","11.9","0","0","0","0","0","0","12.391","53.2664","0.3746","2.9707","2.4341","15.6971","0.055","0.1781","0.0812","0.0211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","Tyrone Tracy","NYG","rb","14","GB","11.9","0","0","0","0","0","0","11.6767","47.7143","0.3597","3.3503","2.6886","18.4964","0.0744","0.1869","0.0855","0.022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","D.K. Metcalf","PIT","wr","5","CIN","13.7","0","0","0","0","0","0","0","0","0","7.6429","4.6505","59.2307","0.5095","0","0","0.0221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Rome Odunze","CHI","wr","5","@MIN","13.7","0","0","0","0","0","0","0","0","0","8.3067","4.8501","61.6782","0.4476","0","0","0.0215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Aaron Jones","MIN","rb","6","CHI","11.8","0","0","0","0","0","0","10.2313","47.6118","0.2926","3.4913","2.73","19.3981","0.103","0.1531","0.0709","0.0203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Tetairoa McMillan","CAR","wr","14","@ATL","13.4","0","0","0","0","0","0","0","0","0","8.5291","5.3142","57.6162","0.3871","0","0","0.0212","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Kareem Hunt","KC","rb","10","@DEN","11.5","0","0","0","0","0","0","13.215","47.7573","0.5306","2.3885","1.924","11.6411","0.0773","0.2137","0.0969","0.0261","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","A.J. Brown","PHI","wr","9","DET","13.2","0","0","0","0","0","0","0","0","0","7.2419","4.6884","60.9102","0.3991","0","0","0.0249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Stefon Diggs","NE","wr","14","NYJ","13.1","0","0","0","0","0","0","0","0","0","6.8379","4.9007","58.6955","0.3842","0","0","0.0206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Tee Higgins","CIN","wr","10","@PIT","13.1","0","0","0","0","0","0","0","0","0","7.5406","4.6765","58.5593","0.4176","0","0","0.0164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Brian Thomas Jr.","JAX","wr","8","LAC","13.1","0","0","0","0","0","0","0.4496","2.7012","0.0222","7.9477","4.8155","58.3566","0.3405","0.058","0.0313","0.0191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","George Kittle","SF","te","14","@ARZ","12.6","0","0","0","0","0","0","0","0","0","6.0173","4.7534","52.8649","0.4156","0","0","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","Zay Flowers","BLT","wr","7","@CLV","12.9","0","0","0","0","0","0","0.6162","3.5325","0.0225","6.6137","4.6835","59.173","0.3001","0.0608","0.0326","0.0259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","DeVonta Smith","PHI","wr","9","DET","12.7","0","0","0","0","0","0","0","0","0","6.5091","4.7648","57.451","0.3504","0","0","0.0224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Jauan Jennings","SF","wr","14","@ARZ","12.6","0","0","0","0","0","0","0","0","0","7.0888","4.6213","57.7379","0.3676","0","0","0.0189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Oronde Gadsden II","LAC","te","12","@JAX","12.1","0","0","0","0","0","0","0","0","0","6.5509","4.7495","50.6466","0.3741","0","0","0.0163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Courtland Sutton","DEN","wr","12","KC","12.4","0","0","0","0","0","0","0","0","0","7.333","4.388","55.0661","0.4045","0","0","0.0181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Jameson Williams","DET","wr","8","@PHI","12.4","0","0","0","0","0","0","0.5886","3.6497","0.0428","6.3398","3.9621","57.4985","0.3467","0.0557","0.0298","0.0204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Romeo Doubs","GB","wr","5","@NYG","12.3","0","0","0","0","0","0","0","0","0","7.0068","4.5195","52.223","0.4121","0","0","0.0229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Jake Ferguson","DAL","te","10","@LV","11.5","0","0","0","0","0","0","0","0","0","6.3292","5.0488","42.0437","0.3697","0","0","0.0177","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Theo Johnson","NYG","te","14","GB","11.5","0","0","0","0","0","0","0","0","0","6.42","4.6217","44.1319","0.4083","0","0","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Quentin Johnston","LAC","wr","12","@JAX","11.8","0","0","0","0","0","0","0.7714","4.3868","0.0221","6.4305","4.0131","48.3869","0.3966","0.0592","0.0315","0.0169","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Bam Knight","ARZ","rb","8","SF","9.7","0","0","0","0","0","0","9.8492","36.3458","0.3107","2.852","2.3004","14.1009","0.0789","0.1471","0.0672","0.0182","33.2591","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Dallas Goedert","PHI","te","9","DET","10.9","0","0","0","0","0","0","0","0","0","5.781","4.5005","40.3416","0.3813","0","0","0.0199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Kenneth Walker III","SEA","rb","8","@LA","9.6","0","0","0","0","0","0","11.6841","45.2641","0.4284","1.7388","1.4854","7.855","0.0434","0.1628","0.0734","0.0203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Kyle Pitts","ATL","te","5","CAR","10.8","0","0","0","0","0","0","0","0","0","6.4908","4.4319","47.1817","0.2723","0","0","0.0162","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","David Montgomery","DET","rb","8","@PHI","9.5","0","0","0","0","0","0","9.7874","40.4895","0.381","2.2112","1.8173","11.0628","0.0464","0.1457","0.0667","0.0205","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"68","Josh Allen","BUF","qb","7","TB","19.7","21.2612","29.634","221.8904","1.5775","0.5909","1.4807","5.8384","29.9445","0.3153","0","0","0","0","0","0","0.1069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"69","Troy Franklin","DEN","wr","12","KC","11.2","0","0","0","0","0","0","0.1531","0.9002","0.0017","6.9468","4.2355","45.5799","0.3901","0.0449","0.0245","0.0173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70","Keenan Allen","LAC","wr","12","@JAX","11.1","0","0","0","0","0","0","0","0","0","6.7447","4.6977","43.8225","0.3339","0","0","0.0168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"71","Khalil Shakir","BUF","wr","7","TB","11.1","0","0","0","0","0","0","0","0","0","5.854","4.5709","47.6606","0.2898","0","0","0.0203","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"72","Tre Tucker","LV","wr","8","DAL","11.1","0","0","0","0","0","0","0.4233","2.3526","0.0153","6.0832","3.9311","49.5823","0.3142","0.0527","0.0285","0.0153","16.5284","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"73","Michael Wilson","ARZ","wr","8","SF","10.9","0","0","0","0","0","0","0","0","0","6.6218","4.0079","50.9624","0.2959","0","0","0.0161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"74","Travis Kelce","KC","te","10","@DEN","10.4","0","0","0","0","0","0","0","0","0","5.6467","4.3846","41.8156","0.3005","0","0","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"75","Patrick Mahomes","KC","qb","10","@DEN","19.2","26.5793","36.1043","259.4785","1.7812","0.6576","2.2768","3.0972","21.0927","0.0105","0","0","0","0","0","0","0.0958","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"76","Lamar Jackson","BLT","qb","7","@CLV","19.2","18.367","25.4884","202.6352","1.5753","0.4764","2.4086","6.7475","39.1272","0.1845","0","0","0","0","0","0","0.1019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"77","Justin Herbert","LAC","qb","12","@JAX","19.1","25.4875","35.8458","258.8715","1.8173","0.6107","2.6267","3.9621","15.6458","0.0555","0","0","0","0","0","0","0.0914","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"78","Jalen Hurts","PHI","qb","9","DET","19","20.0535","27.3971","208.4598","1.4464","0.4879","2.5039","6.7377","29.1987","0.3665","0","0","0","0","0","0","0.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"79","Xavier Worthy","KC","wr","10","@DEN","10.5","0","0","0","0","0","0","0.7007","3.3319","0.0366","5.6204","3.7345","44.1507","0.2933","0.0523","0.0278","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80","Emari Demercado","ARZ","rb","8","SF","8.7","0","0","0","0","0","0","8.0697","39.7862","0.2165","2.2279","1.7655","12.448","0.0653","0.1282","0.0585","0.0147","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"81","Jordan Addison","MIN","wr","6","CHI","10.4","0","0","0","0","0","0","0.1321","0.7901","0.0042","6.0522","3.6656","48.2388","0.3008","0.0431","0.0236","0.0153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"82","Cade Otton","TB","te","9","@BUF","9.8","0","0","0","0","0","0","0","0","0","5.501","3.9195","39.6752","0.3069","0","0","0.0161","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
